campaign_id,customer_id,Coupon_redeem,Item_purchased
,352,9,284.00
,353,5,675.00
,354,1,253.00
,355,6,970.00
,356,,342.00
,357,3,895.00
,358,,285.00
,359,4,422.00
,360,2,256.00
,361,,323.00
,362,2,851.00
,363,5,717.00
,364,1,149.00
,365,,271.00
,366,10,421.00
,367,293,795.00
,368,4,1200.00
,369,1,527.00
,370,19,562.00
,371,1,447.00
,372,3,110.00
,373,3,684.00
,374,2,529.00
,375,,339.00
,376,1,147.00
,377,5,655.00
,378,48,1005.00
,379,20,1353.00
,380,3,421.00
,381,4,465.00
,382,,267.00
,383,2,646.00
,384,16,374.00
,385,84,482.00
,386,,681.00
,387,,600.00
,388,,215.00
,389,46,674.00
,390,,543.00
,391,14,607.00
,392,5,491.00
,393,6,306.00
,394,1,384.00
,395,8,296.00
,396,7,659.00
,397,3,250.00
,398,6,343.00
,399,5,412.00
,400,3,581.00
,401,72,542.00
,402,4,625.00
,403,43,515.00
,404,64,609.00
,405,,306.00
,406,,47.00
,407,10,1011.00
,408,4,399.00
,409,10,625.00
,410,,124.00
,411,3,472.00
,412,18,1292.00
,413,1,373.00
,414,15,571.00
,415,2,404.00
,416,46,625.00
,417,3,352.00
,418,2,1022.00
,419,6,363.00
,420,2,635.00
,421,11,920.00
,422,,440.00
,423,2,150.00
,424,17,530.00
,425,1,87.00
,426,2,827.00
,427,43,696.00
,428,10,339.00
,429,6,338.00
,430,1,616.00
,431,25,345.00
,432,6,913.00
,433,53,883.00
,434,2,492.00
,435,5,210.00
,436,28,539.00
,437,,491.00
,438,2,571.00
,439,17,393.00
,440,1,497.00
,441,4,524.00
,442,,370.00
,443,5,299.00
,444,6,964.00
,445,,164.00
,446,2,698.00
,447,36,1223.00
,448,2,470.00
,449,2,252.00
,450,14,846.00
,451,2,280.00
,452,6,521.00
,453,7,704.00
,454,,199.00
,455,,613.00
,456,4,1256.00
,457,,421.00
,458,4,726.00
,459,26,647.00
,460,33,934.00
,461,19,358.00
,462,23,470.00
,463,29,188.00
,464,220,2101.00
,465,,89.00
,466,24,704.00
,467,8,560.00
,468,1,320.00
,469,1,551.00
,470,3,897.00
,471,,252.00
,472,,97.00
,473,6,502.00
,474,12,505.00
,475,9,214.00
,476,,146.00
,477,,268.00
,478,1,477.00
,479,2,771.00
,480,2,399.00
,481,30,736.00
,482,1,275.00
,483,53,575.00
,484,2,878.00
,485,2,196.00
,486,1,455.00
,487,,214.00
,488,,543.00
,489,1,130.00
,490,15,469.00
,491,7,330.00
,492,,159.00
,493,1,187.00
,494,22,850.00
,495,1,1090.00
,496,3,430.00
,497,21,393.00
,498,20,919.00
,499,8,739.00
,500,,348.00
,501,6,1025.00
,502,1,466.00
,503,12,315.00
,504,,408.00
,505,,109.00
,506,4,259.00
,507,,179.00
,508,,545.00
,509,3,193.00
,510,56,1034.00
,511,2,378.00
,512,3,219.00
,513,2,231.00
,514,1,379.00
,515,2,905.00
,516,2,236.00
,517,,256.00
,518,7,633.00
,519,7,356.00
,520,26,697.00
,521,2,448.00
,522,,369.00
,523,16,133.00
,524,9,496.00
,525,4,616.00
,526,18,757.00
,527,,299.00
,528,32,1114.00
,529,27,254.00
,530,6,834.00
,531,,168.00
,532,,249.00
,533,4,985.00
,534,2,179.00
,535,2,694.00
,536,27,450.00
,537,5,748.00
,538,,570.00
,539,1,215.00
,540,2,268.00
,541,3,524.00
,542,,89.00
,543,4,513.00
,544,6,435.00
,545,1,445.00
,546,4,685.00
,547,,159.00
,548,1,267.00
,549,1,242.00
,550,20,694.00
,551,59,590.00
,552,23,790.00
,553,,747.00
,554,5,455.00
,555,,522.00
,556,65,359.00
,557,1,743.00
,558,4,259.00
,559,8,653.00
,560,13,661.00
,561,7,686.00
,562,,122.00
,563,,268.00
,564,18,441.00
,565,45,941.00
,566,219,1073.00
,567,11,699.00
,568,1,419.00
,569,1,458.00
,570,24,960.00
,571,1,663.00
,572,2,1146.00
,573,1,482.00
,574,2,302.00
,575,5,279.00
,576,,242.00
,577,7,604.00
,578,45,1503.00
,579,2,386.00
,580,1,184.00
,581,,102.00
,582,,401.00
,583,10,641.00
,584,1,295.00
,585,9,535.00
,586,13,360.00
,587,7,371.00
,588,,257.00
,589,,77.00
,590,3,553.00
,591,6,288.00
,592,2,578.00
,593,7,651.00
,594,31,582.00
,595,5,737.00
,596,29,1468.00
,597,,192.00
,598,96,886.00
,599,,303.00
,600,4,529.00
,601,1,230.00
,602,,351.00
,603,11,776.00
,604,4,565.00
,605,1,272.00
,606,1,460.00
,607,22,258.00
,608,34,595.00
,609,1,386.00
,610,1,382.00
,611,8,497.00
,612,,570.00
,613,5,683.00
,614,2,556.00
,615,,242.00
,616,1,548.00
,617,1,256.00
,618,5,316.00
,619,6,996.00
,620,,545.00
,621,14,552.00
,622,1,1125.00
,623,,239.00
,624,3,562.00
,625,,394.00
,626,171,1507.00
,627,128,1169.00
,628,36,578.00
,629,3,184.00
,630,,237.00
,631,1,352.00
,632,143,877.00
,633,4,789.00
,634,12,421.00
,635,1,274.00
,636,11,235.00
,637,2,588.00
,638,22,1054.00
,639,3,354.00
,640,4,390.00
,641,18,324.00
,642,1,396.00
,643,,281.00
,644,3,273.00
,645,,358.00
,646,,313.00
,647,7,384.00
,648,1,461.00
,649,10,818.00
,650,15,460.00
,651,,327.00
,652,9,571.00
,653,9,254.00
,654,,206.00
,655,2,969.00
,656,2,328.00
,657,36,749.00
,658,2,616.00
,659,22,692.00
,660,,483.00
,661,8,432.00
,662,,91.00
,663,,320.00
,664,8,599.00
,665,5,568.00
,666,1,956.00
,667,7,837.00
,668,1,636.00
,669,,442.00
,670,5,178.00
,671,9,227.00
,672,,448.00
,673,1,393.00
,674,,259.00
,675,,199.00
,676,,589.00
,677,1,322.00
,678,2,501.00
,679,,469.00
,680,,553.00
,681,2,245.00
,682,30,535.00
,683,3,749.00
,684,16,398.00
,685,1,346.00
,686,1,355.00
,687,5,639.00
,688,2,452.00
,689,,534.00
,690,2,373.00
,691,4,714.00
,692,6,215.00
,693,1,255.00
,694,11,683.00
,695,25,1040.00
,696,,297.00
,697,3,178.00
,698,1,277.00
,699,1,830.00
,700,8,476.00
,701,,147.00
,702,1,397.00
,703,2,587.00
,704,12,695.00
,705,1,781.00
,706,115,760.00
,707,3,305.00
,708,3,693.00
,709,2,506.00
,710,118,480.00
,711,3,1252.00
,712,47,567.00
,713,3,352.00
,714,1,507.00
,715,9,465.00
,716,1,368.00
,717,5,434.00
,718,1,266.00
,719,3,379.00
,720,2,425.00
,721,,150.00
,722,1,370.00
,723,2,235.00
,724,1,488.00
,725,26,1015.00
,726,3,394.00
,727,1,371.00
,728,,160.00
,729,6,726.00
,730,2,223.00
,731,,111.00
,732,,266.00
,733,10,579.00
,734,,158.00
,735,29,960.00
,736,1,493.00
,737,57,715.00
,738,,261.00
,739,,180.00
,740,2,425.00
,741,,406.00
,742,3,420.00
,743,2,523.00
,744,,599.00
,745,3,726.00
,746,,387.00
,747,,204.00
,748,345,1420.00
,749,4,748.00
,750,5,550.00
,751,1,540.00
,752,,447.00
,753,10,507.00
,754,5,539.00
,755,12,871.00
,756,,552.00
,757,10,530.00
,758,,363.00
,759,,141.00
,760,2,589.00
,761,1,404.00
,762,4,615.00
,763,8,543.00
,764,,263.00
,765,11,634.00
,766,77,685.00
,767,18,643.00
,768,4,315.00
,769,9,930.00
,770,11,141.00
,771,5,343.00
,772,9,896.00
,773,2,359.00
,774,35,477.00
,775,,138.00
,776,26,763.00
,777,2,227.00
,778,1,453.00
,779,8,795.00
,780,4,596.00
,781,34,971.00
,782,32,1243.00
,783,3,312.00
,784,4,707.00
,785,,494.00
,786,2,148.00
,787,63,687.00
,788,,313.00
,789,2,616.00
,790,2,461.00
,791,3,537.00
,792,6,563.00
,793,25,880.00
,794,,66.00
,795,5,432.00
,796,,199.00
,797,4,291.00
,798,,108.00
,799,,892.00
,800,3,506.00
,801,6,676.00
,802,26,780.00
,803,17,272.00
,804,,180.00
,805,1,499.00
,806,,312.00
,807,,472.00
,808,20,1012.00
,809,8,787.00
,810,,730.00
,811,3,722.00
,812,,232.00
,813,25,553.00
,814,19,419.00
,815,,318.00
,816,1,238.00
,817,10,433.00
,818,,72.00
,819,,408.00
,820,20,697.00
,821,6,222.00
,822,,190.00
,823,109,887.00
,824,7,225.00
,825,2,351.00
,826,6,738.00
,827,2,120.00
,828,4,652.00
,829,1,522.00
,830,,195.00
,831,73,789.00
,832,,1297.00
,833,8,476.00
,834,5,620.00
,835,7,513.00
,836,7,191.00
,837,1,243.00
,838,,291.00
,839,7,765.00
,840,2,292.00
,841,,277.00
,842,13,851.00
,843,16,600.00
,844,31,1398.00
,845,53,309.00
,846,1,240.00
,847,4,273.00
,848,10,559.00
,849,,385.00
,850,2,64.00
,851,2,527.00
,852,4,677.00
,853,6,353.00
,854,1,287.00
,855,24,146.00
,856,3,375.00
,857,26,379.00
,858,,542.00
,859,37,1313.00
,860,,238.00
,861,2,503.00
,862,,379.00
,863,1,656.00
,864,156,1112.00
,865,2,599.00
,866,7,998.00
,867,3,379.00
,868,,150.00
,869,1,590.00
,870,,189.00
,871,33,776.00
,872,2,263.00
,873,7,632.00
,874,31,959.00
,875,20,357.00
,876,10,430.00
,877,11,381.00
,878,29,1067.00
,879,37,451.00
,880,1,327.00
,881,15,300.00
,882,3,267.00
,883,2,443.00
,884,,186.00
,885,,500.00
,886,6,340.00
,887,2,265.00
,888,3,359.00
,889,126,915.00
,890,9,824.00
,891,19,490.00
,892,1,144.00
,893,,94.00
,894,42,559.00
,895,1,312.00
,896,11,618.00
,897,32,102.00
,898,27,1331.00
,899,,273.00
,900,1,749.00
,901,107,1000.00
,902,,282.00
,903,16,300.00
,904,,169.00
,905,5,536.00
,906,40,338.00
,907,3,71.00
,908,,105.00
,909,99,695.00
,910,,260.00
,911,49,2088.00
,912,19,358.00
,913,,347.00
,914,16,412.00
,915,1,506.00
,916,23,443.00
,917,2,569.00
,918,5,612.00
,919,13,364.00
,920,2,414.00
,921,1,211.00
,922,1,525.00
,923,1,256.00
,924,1,627.00
,925,,276.00
,926,16,716.00
,927,,560.00
,928,22,1044.00
,929,4,460.00
,930,2,776.00
,931,56,572.00
,932,6,234.00
,933,17,481.00
,934,13,1373.00
,935,1,547.00
,936,3,477.00
,937,1,223.00
,938,3,157.00
,939,,396.00
,940,,363.00
,941,6,227.00
,942,1,655.00
,943,3,420.00
,944,10,427.00
,945,,263.00
,946,9,152.00
,947,3,479.00
,948,7,963.00
,949,2,456.00
,950,3,284.00
,951,22,719.00
,952,7,521.00
,953,,205.00
,954,8,441.00
,955,48,350.00
,956,,484.00
,957,3,1106.00
,958,3,1147.00
,959,87,885.00
,960,,107.00
,961,8,232.00
,962,42,603.00
,963,2,809.00
,964,10,790.00
,965,,423.00
,966,1,536.00
,967,81,688.00
,968,3,266.00
,969,,446.00
,970,8,536.00
,971,9,619.00
,972,5,93.00
,973,6,579.00
,974,17,271.00
,975,,162.00
,976,5,329.00
,977,47,596.00
,978,11,540.00
,979,1,529.00
,980,,436.00
,981,7,641.00
,982,1,294.00
,983,7,515.00
,984,1,296.00
,985,2,243.00
,986,2,278.00
,987,1,629.00
,988,2,432.00
,989,6,1058.00
,990,1,297.00
,991,1,131.00
,992,,364.00
,993,2,555.00
,994,4,900.00
,995,,182.00
,996,4,121.00
,997,5,688.00
,998,15,705.00
,999,31,431.00
,1000,2,180.00
,1001,9,323.00
,1002,1,352.00
,1003,2,546.00
,1004,6,1197.00
,1005,2,914.00
,1006,1,374.00
,1007,2,917.00
,1008,,100.00
,1009,70,255.00
,1010,20,122.00
,1011,70,1177.00
,1012,4,619.00
,1013,6,193.00
,1014,,512.00
,1015,102,431.00
,1016,2,413.00
,1017,11,1115.00
,1018,7,401.00
,1019,1,436.00
,1020,,161.00
,1021,1,209.00
,1022,24,434.00
,1023,11,1234.00
,1024,,222.00
,1025,138,1089.00
,1026,7,616.00
,1027,,407.00
,1028,4,471.00
,1029,7,254.00
,1030,,110.00
,1031,47,555.00
,1032,1,235.00
,1033,15,1602.00
,1034,,398.00
,1035,1,319.00
,1036,2,872.00
,1037,,121.00
,1038,,112.00
,1039,3,157.00
,1040,,316.00
,1041,1,306.00
,1042,3,298.00
,1043,10,719.00
,1044,42,741.00
,1045,3,592.00
,1046,16,1099.00
,1047,1,483.00
,1048,,322.00
,1049,3,226.00
,1050,2,216.00
,1051,3,179.00
,1052,98,548.00
,1053,1,208.00
,1054,,415.00
,1055,8,999.00
,1056,46,666.00
,1057,1,241.00
,1058,,428.00
,1059,3,470.00
,1060,,398.00
,1061,48,832.00
,1062,4,393.00
,1063,25,356.00
,1064,12,958.00
,1065,5,400.00
,1066,3,143.00
,1067,11,536.00
,1068,48,951.00
,1069,,135.00
,1070,131,624.00
,1071,4,658.00
,1072,7,412.00
,1073,18,588.00
,1074,,171.00
,1075,2,304.00
,1076,,608.00
,1077,,297.00
,1078,1,116.00
,1079,,317.00
,1080,1,288.00
,1081,1,352.00
,1082,16,333.00
,1083,24,659.00
,1084,3,813.00
,1085,8,451.00
,1086,92,521.00
,1087,1,486.00
,1088,1,279.00
,1089,2,725.00
,1090,,204.00
,1091,32,1387.00
,1092,1,307.00
,1093,33,955.00
,1094,1,530.00
,1095,4,1520.00
,1096,,199.00
,1097,3,565.00
,1098,1,329.00
,1099,23,327.00
,1100,23,651.00
,1101,7,493.00
,1102,,138.00
,1103,8,824.00
,1104,8,589.00
,1105,1,455.00
,1106,5,458.00
,1107,,272.00
,1108,,285.00
,1109,5,703.00
,1110,,183.00
,1111,25,311.00
,1112,2,347.00
,1113,4,400.00
,1114,13,594.00
,1115,98,1247.00
,1116,,314.00
,1117,13,614.00
,1118,10,439.00
,1119,4,404.00
,1120,1,508.00
,1121,8,1014.00
,1122,14,899.00
,1123,,553.00
,1124,1,949.00
,1125,2,207.00
,1126,5,295.00
,1127,1,339.00
,1128,2,302.00
,1129,5,608.00
,1130,5,498.00
,1131,38,713.00
,1132,2,206.00
,1133,,540.00
,1134,2,526.00
,1135,1,801.00
,1136,137,1017.00
,1137,3,376.00
,1138,,246.00
,1139,,413.00
,1140,9,726.00
,1141,10,454.00
,1142,71,532.00
,1143,3,250.00
,1144,26,435.00
,1145,10,566.00
,1146,15,948.00
,1147,,357.00
,1148,19,485.00
,1149,6,196.00
,1150,1,70.00
,1151,5,221.00
,1152,13,1200.00
,1153,1,260.00
,1154,6,845.00
,1155,13,384.00
,1156,2,761.00
,1157,15,1406.00
,1158,,788.00
,1159,67,835.00
,1160,2,297.00
,1161,28,320.00
,1162,1,244.00
,1163,3,150.00
,1164,4,355.00
,1165,10,316.00
,1166,13,1092.00
,1167,4,587.00
,1168,40,648.00
,1169,10,433.00
,1170,3,852.00
,1171,,302.00
,1172,8,207.00
,1173,1,203.00
,1174,5,509.00
,1175,2,76.00
,1176,18,285.00
,1177,4,228.00
,1178,3,699.00
,1179,11,421.00
,1180,2,76.00
,1181,,528.00
,1182,59,1010.00
,1183,3,672.00
,1184,16,1877.00
,1185,2,272.00
,1186,1,721.00
,1187,35,921.00
,1188,,198.00
,1189,4,344.00
,1190,,248.00
,1191,2,492.00
,1192,10,941.00
,1193,19,419.00
,1194,17,532.00
,1195,1,221.00
,1196,8,150.00
,1197,1,358.00
,1198,27,501.00
,1199,8,851.00
,1200,,452.00
,1201,,667.00
,1202,24,341.00
,1203,1,522.00
,1204,2,457.00
,1205,2,285.00
,1206,1,263.00
,1207,1,350.00
,1208,203,538.00
,1209,8,590.00
,1210,23,855.00
,1211,,353.00
,1212,5,448.00
,1213,,125.00
,1214,,300.00
,1215,5,740.00
,1216,38,764.00
,1217,,331.00
,1218,,401.00
,1219,7,272.00
,1220,,191.00
,1221,3,111.00
,1222,1,398.00
,1223,,169.00
,1224,27,732.00
,1225,4,303.00
,1226,23,658.00
,1227,1,292.00
,1228,3,460.00
,1229,19,417.00
,1230,3,418.00
,1231,19,453.00
,1232,5,767.00
,1233,,248.00
,1234,2,276.00
,1235,1,201.00
,1236,5,592.00
,1237,1,500.00
,1238,6,544.00
,1239,163,1174.00
,1240,7,604.00
,1241,2,248.00
,1242,10,135.00
,1243,1,573.00
,1244,1,144.00
,1245,,328.00
,1246,26,806.00
,1247,5,492.00
,1248,38,645.00
,1249,21,296.00
,1250,60,426.00
,1251,5,289.00
,1252,11,1419.00
,1253,1,319.00
,1254,2,500.00
,1255,,312.00
,1256,1,318.00
,1257,172,808.00
,1258,24,440.00
,1259,17,722.00
,1260,19,366.00
,1261,6,331.00
,1262,,164.00
,1263,18,906.00
,1264,2,361.00
,1265,,274.00
,1266,38,488.00
,1267,2,339.00
,1268,1,767.00
,1269,1,408.00
,1270,40,1095.00
,1271,1,823.00
,1272,1,165.00
,1273,31,539.00
,1274,1,356.00
,1275,1,195.00
,1276,21,451.00
,1277,,104.00
,1278,4,239.00
,1279,2,369.00
,1280,3,229.00
,1281,1,340.00
,1282,,259.00
,1283,1,221.00
,1284,2,537.00
,1285,26,434.00
,1286,1,277.00
,1287,,202.00
,1288,,123.00
,1289,5,687.00
,1290,,587.00
,1291,7,539.00
,1292,2,416.00
,1293,1,242.00
,1294,4,320.00
,1295,8,418.00
,1296,7,465.00
,1297,,283.00
,1298,22,788.00
,1299,2,264.00
,1300,5,686.00
,1301,12,423.00
,1302,11,337.00
,1303,14,480.00
,1304,1,326.00
,1305,10,721.00
,1306,1,237.00
,1307,4,164.00
,1308,6,512.00
,1309,23,758.00
,1310,3,244.00
,1311,,488.00
,1312,11,489.00
,1313,,137.00
,1314,6,476.00
,1315,58,669.00
,1316,1,367.00
,1317,25,1174.00
,1318,2,419.00
,1319,11,876.00
,1320,4,565.00
,1321,58,373.00
,1322,,353.00
,1323,5,563.00
,1324,6,572.00
,1325,2,101.00
,1326,,52.00
,1327,13,360.00
,1328,2,281.00
,1329,,376.00
,1330,3,274.00
,1331,1,225.00
,1332,9,1255.00
,1333,132,349.00
,1334,17,638.00
,1335,37,384.00
,1336,172,1136.00
,1337,15,1590.00
,1338,11,222.00
,1339,19,604.00
,1340,10,326.00
,1341,79,708.00
,1342,2,282.00
,1343,5,813.00
,1344,66,581.00
,1345,6,567.00
,1346,,624.00
,1347,15,1019.00
,1348,,473.00
,1349,19,364.00
,1350,7,649.00
,1351,3,484.00
,1352,1,750.00
,1353,1,252.00
,1354,1,182.00
,1355,,282.00
,1356,9,626.00
,1357,16,346.00
,1358,5,161.00
,1359,4,280.00
,1360,24,673.00
,1361,43,353.00
,1362,,197.00
,1363,,86.00
,1364,98,582.00
,1365,6,384.00
,1366,,362.00
,1367,43,587.00
,1368,8,826.00
,1369,41,515.00
,1370,2,315.00
,1371,4,556.00
,1372,3,718.00
,1373,,198.00
,1374,,143.00
,1375,1,340.00
,1376,4,296.00
,1377,,699.00
,1378,26,931.00
,1379,4,457.00
,1380,2,232.00
,1381,,383.00
,1382,12,966.00
,1383,2,1439.00
,1384,4,744.00
,1385,41,719.00
,1386,18,601.00
,1387,41,1116.00
,1388,,474.00
,1389,4,534.00
,1390,2,344.00
,1391,,979.00
,1392,6,1173.00
,1393,,751.00
,1394,,322.00
,1395,1,258.00
,1396,5,661.00
,1397,,322.00
,1398,16,750.00
,1399,,442.00
,1400,34,452.00
,1401,1,353.00
,1402,,586.00
,1403,,471.00
,1404,29,1042.00
,1405,1,683.00
,1406,,209.00
,1407,52,623.00
,1408,18,1038.00
,1409,4,570.00
,1410,1,422.00
,1411,4,496.00
,1412,35,515.00
,1413,3,363.00
,1414,8,270.00
,1415,13,581.00
,1416,3,298.00
,1417,2,310.00
,1418,7,641.00
,1419,1,487.00
,1420,1,343.00
,1421,,161.00
,1422,6,270.00
,1423,1,288.00
,1424,25,1012.00
,1425,,251.00
,1426,6,221.00
,1427,4,578.00
,1428,7,926.00
,1429,1,204.00
,1430,1,922.00
,1431,9,1354.00
,1432,,960.00
,1433,10,267.00
,1434,4,899.00
,1435,1,209.00
,1436,2,580.00
,1437,20,360.00
,1438,2,640.00
,1439,,149.00
,1440,2,159.00
,1441,75,987.00
,1442,1,289.00
,1443,6,157.00
,1444,13,1682.00
,1445,,141.00
,1446,4,353.00
,1447,3,343.00
,1448,,222.00
,1449,5,1242.00
,1450,4,1082.00
,1451,3,1385.00
,1452,18,365.00
,1453,4,611.00
,1454,6,506.00
,1455,4,360.00
,1456,2,245.00
,1457,46,699.00
,1458,12,631.00
,1459,2,288.00
,1460,6,1037.00
,1461,17,492.00
,1462,,146.00
,1463,58,1373.00
,1464,2,1632.00
,1465,,233.00
,1466,16,2094.00
,1467,53,373.00
,1468,5,403.00
,1469,8,1041.00
,1470,6,575.00
,1471,95,692.00
,1472,64,812.00
,1473,2,1198.00
,1474,2,410.00
,1475,9,1231.00
,1476,7,365.00
,1477,7,930.00
,1478,41,301.00
,1479,15,670.00
,1480,8,422.00
,1481,3,645.00
,1482,1,133.00
,1483,5,278.00
,1484,4,298.00
,1485,28,1213.00
,1486,,434.00
,1487,4,503.00
,1488,1,156.00
,1489,10,331.00
,1490,4,903.00
,1491,,355.00
,1492,2,926.00
,1493,26,808.00
,1494,4,789.00
,1495,2,317.00
,1496,152,627.00
,1497,,261.00
,1498,4,510.00
,1499,7,650.00
,1500,41,695.00
,1501,31,276.00
,1502,5,408.00
,1503,,210.00
,1504,8,757.00
,1505,,173.00
,1506,73,509.00
,1507,12,315.00
,1508,,163.00
,1509,1,706.00
,1510,1,155.00
,1511,,284.00
,1512,1,200.00
,1513,4,76.00
,1514,4,351.00
,1515,,101.00
,1516,4,706.00
,1517,12,295.00
,1518,86,1216.00
,1519,1,365.00
,1520,5,465.00
,1521,20,586.00
,1522,6,359.00
,1523,,356.00
,1524,16,1207.00
,1525,,219.00
,1526,,450.00
,1527,,188.00
,1528,,454.00
,1529,55,1085.00
,1530,14,461.00
,1531,,625.00
,1532,12,525.00
,1533,2,199.00
,1534,41,861.00
,1535,2,238.00
,1536,4,377.00
,1537,10,926.00
,1538,6,592.00
,1539,,309.00
,1540,,112.00
,1541,1,234.00
,1542,45,204.00
,1543,10,352.00
,1544,27,1147.00
,1545,28,662.00
,1546,,628.00
,1547,227,1015.00
,1548,61,467.00
,1549,197,913.00
,1550,,433.00
,1551,10,518.00
,1552,8,464.00
,1553,,254.00
,1554,33,327.00
,1555,75,2459.00
,1556,77,875.00
,1557,,326.00
,1558,164,1434.00
,1559,17,500.00
,1560,33,144.00
,1561,,166.00
,1562,17,116.00
,1563,18,514.00
,1564,1,163.00
,1565,3,450.00
,1566,31,1227.00
,1567,30,587.00
,1568,2,487.00
,1569,1,58.00
,1570,2,795.00
,1571,,341.00
,1572,4,649.00
,1573,26,659.00
,1574,430,1771.00
,1575,2,316.00
,1576,,397.00
,1577,2,253.00
,1578,29,490.00
,1579,6,642.00
,1580,,422.00
,1581,,390.00
,1582,61,694.00
26,1,20,219.00
,2,2,152.00
,3,15,203.00
,4,1,79.00
,5,,220.00
,6,,126.00
,7,3,283.00
,8,50,283.00
,9,1,155.00
,10,,132.00
,11,9,124.00
,12,7,150.00
,13,,347.00
,14,7,76.00
,15,9,217.00
,16,,162.00
,17,2,137.00
,18,,134.00
,19,1,49.00
,20,,95.00
,21,,141.00
,22,55,119.00
,23,1,206.00
,24,,176.00
,25,,20.00
,26,1,72.00
,27,5,534.00
,28,1,482.00
,29,,87.00
,30,11,99.00
,31,,20.00
,32,,48.00
,33,,78.00
,34,,81.00
,35,,60.00
,36,,134.00
,37,1,112.00
,38,1,228.00
,39,,42.00
,40,12,180.00
,41,,139.00
,42,16,381.00
,43,,28.00
,44,,92.00
,45,45,327.00
,46,2,166.00
,47,,164.00
,48,6,101.00
,49,2,270.00
,50,,109.00
,51,5,126.00
,52,16,573.00
,53,,53.00
,54,1,58.00
,55,,168.00
,56,1,558.00
,57,,108.00
,58,1,253.00
,59,,113.00
,60,13,576.00
,61,,119.00
,62,,64.00
,63,27,217.00
,64,5,338.00
,65,,112.00
,66,1,251.00
,67,,75.00
,68,6,520.00
,69,,61.00
,70,,48.00
,71,,34.00
,72,6,405.00
,73,1,109.00
,74,,179.00
,75,1,279.00
,76,11,189.00
,77,,48.00
,78,30,605.00
,79,,265.00
,80,1,259.00
,81,1,45.00
,82,2,199.00
,83,,157.00
,84,,33.00
,85,1,102.00
,86,1,313.00
,87,,198.00
,88,6,426.00
,89,,50.00
,90,4,495.00
,91,,135.00
,92,4,157.00
,93,2,307.00
,94,,145.00
,95,1,118.00
,96,2,124.00
,97,1,66.00
,98,1,178.00
,99,,128.00
,100,12,235.00
,101,,83.00
,102,,99.00
,103,,433.00
,104,10,113.00
,105,,110.00
,106,2,412.00
,107,1,166.00
,108,26,53.00
,109,,73.00
,110,1,196.00
,111,,129.00
,112,1,129.00
,113,,125.00
,114,,56.00
,115,,30.00
,116,,166.00
,117,1,162.00
,118,,138.00
,119,5,154.00
,120,1,55.00
,121,,121.00
,122,,70.00
,123,5,171.00
,124,,154.00
,125,,152.00
,126,,281.00
,127,3,313.00
,128,5,514.00
,129,,33.00
,130,,71.00
,131,23,157.00
,132,5,145.00
,133,1,209.00
,134,,133.00
,135,4,292.00
,136,1,106.00
,137,3,106.00
,138,1,109.00
,139,2,111.00
,140,,251.00
,141,,329.00
,142,1,124.00
,143,,169.00
,144,1,426.00
,145,,215.00
,146,,135.00
,147,2,123.00
,148,1,168.00
,149,1,212.00
,150,7,801.00
,151,3,627.00
,152,12,232.00
,153,16,301.00
,154,5,264.00
,155,2,215.00
,156,,47.00
,157,,59.00
,158,61,499.00
,159,2,121.00
,160,1,195.00
,161,47,671.00
,162,20,404.00
,163,,136.00
,164,26,312.00
,165,,83.00
,166,2,177.00
,167,3,184.00
,168,,115.00
,169,,22.00
,170,2,173.00
,171,,49.00
,172,,113.00
,173,,157.00
,174,1,174.00
,175,,151.00
,176,1,12.00
,177,,43.00
,178,2,93.00
,179,11,197.00
,180,,174.00
,181,3,215.00
,182,,38.00
,183,,107.00
,184,,199.00
,185,,152.00
,186,,93.00
,187,,41.00
,188,,193.00
,189,7,326.00
,190,1,123.00
,191,3,423.00
,192,3,317.00
,193,,107.00
,194,,139.00
,195,,551.00
,196,7,167.00
,197,15,231.00
,198,,62.00
,199,,84.00
,200,14,127.00
,201,,170.00
,202,14,284.00
,203,,80.00
,204,1,239.00
,205,29,214.00
,206,1,208.00
,207,1,387.00
,208,4,591.00
,209,,136.00
,210,,10.00
,211,1,42.00
,212,1,344.00
,213,,96.00
,214,4,318.00
,215,,136.00
,216,,58.00
,217,1,40.00
,218,,51.00
,219,,152.00
,220,,95.00
,221,,76.00
,222,,299.00
,223,,17.00
,224,,32.00
,225,,143.00
,226,1,159.00
,227,,92.00
,228,,523.00
,229,2,124.00
,230,2,332.00
,231,5,558.00
,232,,179.00
,233,,283.00
,234,3,264.00
,235,78,374.00
,236,1,127.00
,237,,32.00
,238,6,249.00
,239,4,613.00
,240,1,210.00
,241,,230.00
,242,,214.00
,243,6,240.00
,244,1,258.00
,245,4,267.00
,246,5,176.00
,247,,146.00
,248,7,312.00
,249,15,177.00
,250,10,463.00
,251,,108.00
,252,,13.00
,253,,279.00
,254,,268.00
,255,,16.00
,256,,28.00
,257,2,316.00
,258,,198.00
,259,1,532.00
,260,,54.00
,261,3,49.00
,262,1,385.00
,263,,162.00
,264,,117.00
,265,5,200.00
,266,1,58.00
,267,1,189.00
,268,1,149.00
,269,,120.00
,270,,84.00
,271,1,184.00
,272,,107.00
,273,,272.00
,274,25,313.00
,275,2,375.00
,276,6,222.00
,277,2,276.00
,278,3,56.00
,279,1,150.00
,280,,107.00
,281,,192.00
,282,,122.00
,283,21,349.00
,284,,13.00
,285,,59.00
,286,,76.00
,287,,82.00
,288,,27.00
,289,1,172.00
,290,,109.00
